"date","class","lat","lon","Beach","density"
"20160125","female",37.1136114788725,-122.328515631716,"APG",11
"20160125","female",37.1136212369297,-122.327822663528,"TSW",16
"20160125","female",37.1136235954728,-122.327897115447,"TSW",23
"20160125","female",37.1136315727859,-122.32785516724,"TSW",20
"20160125","female",37.1136300697789,-122.328075618268,"TSW",8
"20160125","female",37.1136375786585,-122.328048754944,"TSW",12
"20160125","female",37.1136272408351,-122.328554460871,"APG",16
"20160125","female",37.1136283395793,-122.328599781683,"APG",18
"20160125","female",37.1136414657945,-122.328151249943,"TSW",2
"20160125","female",37.1136400776905,-122.327977234084,"TSW",20
"20160125","female",37.113647530071,-122.327921155978,"TSW",21
"20160125","female",37.1136478022509,-122.327806516536,"TSW",12
"20160125","female",37.1136335614108,-122.328738795821,"APG",10
"20160125","female",37.1136357585789,-122.328713864614,"APG",11
"20160125","female",37.1136501810809,-122.327960901571,"TSW",19
"20160125","female",37.1136504661987,-122.327878642995,"TSW",21
"20160125","female",37.1136430242672,-122.328608749843,"APG",18
"20160125","female",37.1136439122591,-122.328647602744,"APG",20
"20160125","female",37.1136543113466,-122.32783610035,"TSW",14
"20160125","female",37.1136612973922,-122.327940189504,"TSW",18
"20160125","female",37.1136450569942,-122.328683936183,"APG",14
"20160125","female",37.1136661952223,-122.32784804888,"TSW",14
"20160125","female",37.1136720395148,-122.327978968113,"TSW",16
"20160125","female",37.1136578836496,-122.328574452377,"APG",15
"20160125","female",37.1136760702282,-122.327359481356,"TSB",0
"20160125","female",37.1136637632542,-122.32863685054,"APG",18
"20160125","female",37.113682375854,-122.327118746263,"TSB",2
"20160125","female",37.1136756182916,-122.32804260345,"TSW",9
"20160125","female",37.1136864612605,-122.327842963675,"TSW",12
"20160125","female",37.1136848966622,-122.328645323459,"APG",13
"20160125","female",37.1136797934847,-122.32872532394,"APG",12
"20160125","female",37.1136925483649,-122.327916253154,"TSW",15
"20160125","female",37.1136919042027,-122.328586535804,"APG",11
"20160125","female",37.11369509129,-122.327970152442,"TSW",13
"20160125","female",37.1137164874957,-122.327001871436,"TSB",0
"20160125","female",37.1136990019098,-122.328561798597,"APG",10
"20160125","female",37.1137028997538,-122.328623158204,"APG",12
"20160125","female",37.1137155374399,-122.328025760737,"TSW",9
"20160125","female",37.1137204835716,-122.327919853306,"TSW",11
"20160125","female",37.1137103926034,-122.328593626449,"APG",11
"20160125","female",37.113749532631,-122.326813647519,"TSB",1
"20160125","female",37.1137170922478,-122.328696621137,"APG",12
"20160125","female",37.1137502366408,-122.32719270862,"TSB",7
"20160125","female",37.1137431301319,-122.327709080265,"TSW",0
"20160125","female",37.1137509721534,-122.327991712456,"TSW",6
"20160125","female",37.1137642525585,-122.32723486743,"TSC",7
"20160125","female",37.1137749077673,-122.327210802628,"TSC",8
"20160125","female",37.113792241715,-122.326734263034,"TSB",2
"20160125","female",37.113795589633,-122.326704335447,"TSB",2
"20160125","female",37.1138005350068,-122.327154219129,"TSC",14
"20160125","female",37.113793857305,-122.32726815456,"TSC",8
"20160125","female",37.1138007367554,-122.327213790487,"TSC",13
"20160125","female",37.1138085176769,-122.327077152528,"TSC",12
"20160125","female",37.1137920658105,-122.328538828495,"BBSU",0
"20160125","female",37.1137890523882,-122.328714022955,"BBSU",13
"20160125","female",37.1137906422828,-122.328766642562,"BBSU",14
"20160125","female",37.1138218971867,-122.327035349986,"TSC",13
"20160125","female",37.1138253154262,-122.327120046514,"TSC",16
"20160125","female",37.1138340166689,-122.326619809016,"TSB",1
"20160125","female",37.1138298425721,-122.326940657759,"TSB",11
"20160125","female",37.1138324070637,-122.327023342682,"TSC",13
"20160125","female",37.113832916803,-122.327095719863,"TSC",16
"20160125","female",37.1138047111386,-122.328742203442,"BBSU",15
"20160125","female",37.1138180082878,-122.327789110547,"TSW",2
"20160125","female",37.1138273990944,-122.327165914967,"TSC",20
"20160125","female",37.1138392923816,-122.327066633796,"TSC",18
"20160125","female",37.1138426819375,-122.326972629293,"TSC",12
"20160125","female",37.1138560707252,-122.326510380402,"TSB",0
"20160125","female",37.1138352073554,-122.327858681583,"TSW",2
"20160125","female",37.1138468483049,-122.327142512329,"TSC",18
"20160125","female",37.113830829252,-122.327822387849,"TSW",2
"20160125","female",37.1138242026135,-122.328713737686,"BBSU",10
"20160125","female",37.1138226188751,-122.328749505425,"BBSU",13
"20160125","female",37.1138499708708,-122.327200820202,"TSC",19
"20160125","female",37.1138582659299,-122.327004960644,"TSC",14
"20160125","female",37.1138333603709,-122.328190064817,"TSW",0
"20160125","female",37.1138350909367,-122.328716854492,"BBSU",10
"20160125","female",37.1138629415042,-122.327135753375,"TSC",19
"20160125","female",37.1138399576373,-122.328647428024,"BBSU",7
"20160125","female",37.1138593960605,-122.327254645992,"TSC",9
"20160125","female",37.1138644613759,-122.326917887664,"TSC",12
"20160125","female",37.1138680056802,-122.327230070735,"TSC",13
"20160125","female",37.1138679030979,-122.326894714025,"TSC",12
"20160125","female",37.1138666658654,-122.326963391539,"TSC",16
"20160125","female",37.113868115277,-122.327172109233,"TSC",19
"20160125","female",37.1138726090444,-122.326940107269,"TSC",15
"20160125","female",37.1138770005138,-122.327146024891,"TSC",20
"20160125","female",37.1138513928064,-122.328768096754,"BBSU",12
"20160125","female",37.1138814685753,-122.326999958982,"TSC",16
"20160125","female",37.1138843573331,-122.326861369622,"TSC",8
"20160125","female",37.1138823306141,-122.32709667933,"TSC",21
"20160125","female",37.1138602763254,-122.328725771656,"BBSU",11
"20160125","female",37.1138916843841,-122.326887136598,"TSC",11
"20160125","female",37.1138975383041,-122.327204603113,"TSC",14
"20160125","female",37.1138689058335,-122.328682023183,"BBSU",9
"20160125","female",37.1139037511922,-122.327149990469,"TSC",16
"20160125","female",37.1139081938871,-122.327024510802,"TSC",15
"20160125","female",37.1139196938792,-122.327098693988,"TSC",15
"20160125","female",37.1139330786226,-122.327072048299,"TSC",12
"20160125","female",37.1139336442964,-122.327176501939,"TSC",13
"20160125","female",37.1139328771433,-122.327130406515,"TSC",13
"20160125","female",37.1139463062115,-122.326877868883,"TSC",11
"20160125","female",37.1139380727546,-122.327222347386,"TSC",9
"20160125","female",37.113947233658,-122.326916873655,"TSC",14
"20160125","female",37.1139434926628,-122.326949217089,"TSC",14
"20160125","female",37.1139403679292,-122.327352072246,"TSC",0
"20160125","female",37.1139481917696,-122.326991453886,"TSC",10
"20160125","female",37.113937133215,-122.328223799375,"TSW",0
"20160125","female",37.1139395313078,-122.328746947355,"BBSU",8
"20160125","female",37.1139723494735,-122.32691601247,"TSC",11
"20160125","female",37.1139877507571,-122.326945374248,"TSC",10
"20160125","female",37.1139896404526,-122.326996743409,"TSC",10
"20160125","female",37.1139923870335,-122.327114136454,"TSC",5
"20160125","female",37.1140278602883,-122.326880005629,"TSC",10
"20160125","female",37.1140290755981,-122.326919983564,"TSC",15
"20160125","female",37.1140129334324,-122.328743174951,"BBSU",8
"20160125","female",37.1140382794617,-122.326976071163,"TSC",13
"20160125","female",37.1140347573586,-122.327763306558,"TSD",0
"20160125","female",37.1140551248378,-122.327063828215,"TSC",5
"20160125","female",37.1140540088361,-122.32689740911,"TSC",13
"20160125","female",37.1140774845367,-122.326901735523,"TSC",11
"20160125","female",37.1140758832443,-122.327033798158,"TSC",5
"20160125","female",37.1140849271516,-122.326967782963,"TSC",13
"20160125","female",37.1140996879459,-122.326867761949,"TSC",10
"20160125","female",37.1141081375868,-122.326910895828,"TSC",11
"20160125","female",37.114112098195,-122.326924450714,"TSC",11
"20160125","female",37.1141130705921,-122.326952918868,"TSC",13
"20160125","female",37.1141226399755,-122.326869888044,"TSC",8
"20160125","female",37.1140963718941,-122.328638606706,"BBSU",0
"20160125","female",37.1141097479477,-122.328095090643,"TSD",1
"20160125","female",37.1141025462607,-122.328765479946,"BBSU",8
"20160125","female",37.1141399041462,-122.326906680623,"TSC",11
"20160125","female",37.1141428127252,-122.327030958873,"TSC",6
"20160125","female",37.1141256373001,-122.328777272143,"BBSU",8
"20160125","female",37.1141493903697,-122.328089823609,"TSD",1
"20160125","female",37.1141962566917,-122.326945550915,"TSC",8
"20160125","female",37.1141788597625,-122.327749226645,"TSD",1
"20160125","female",37.1142086674549,-122.326970546108,"TSC",8
"20160125","female",37.1142070104745,-122.327090868595,"TSC",3
"20160125","female",37.1142255759029,-122.326733277607,"TSE",5
"20160125","female",37.1142229279849,-122.326908433393,"TSE",6
"20160125","female",37.1142474651121,-122.327061017863,"TSC",6
"20160125","female",37.1142441803538,-122.326986211,"TSC",7
"20160125","female",37.1142517516966,-122.326751287015,"TSE",6
"20160125","female",37.1142621176019,-122.326701291944,"TSE",5
"20160125","female",37.1142568379625,-122.327266338485,"TSD",0
"20160125","female",37.1142582718566,-122.326966575839,"TSC",6
"20160125","female",37.1142742881523,-122.326819407964,"TSE",8
"20160125","female",37.1142816086798,-122.326731070828,"TSE",7
"20160125","female",37.1142694236828,-122.327083541773,"TSD",4
"20160125","female",37.1142645478978,-122.327766621118,"TSD",1
"20160125","female",37.1142783929049,-122.327010731221,"TSD",6
"20160125","female",37.1142961026462,-122.326719002066,"TSE",7
"20160125","female",37.1142979619125,-122.327639082532,"TSD",0
"20160125","female",37.1143165844719,-122.326746592733,"TSE",7
"20160125","female",37.1143303487571,-122.326827355419,"TSE",3
"20160125","female",37.1143420320022,-122.326795209818,"TSE",5
"20160125","female",37.1143575767938,-122.327053037472,"TSD",1
"20160125","female",37.1131488937426,-122.328792852605,"AP",20
"20160125","female",37.1129950235605,-122.328778522964,"AP",9
"20160125","female",37.1130824786566,-122.328788231239,"AP",20
"20160125","female",37.1131746632832,-122.328786017498,"AP",16
"20160125","female",37.1134606509471,-122.328800646515,"APG",15
"20160125","female",37.1137391849309,-122.328797799765,"BBSL",15
"20160125","female",37.1138070173271,-122.32880616464,"BBSL",17
"20160125","female",37.1139775345646,-122.328807893254,"BBSU",10
"20160125","female",37.112988535716,-122.328750719354,"AP",8
"20160125","female",37.1130726821488,-122.328763287437,"AP",17
"20160125","female",37.1131117754001,-122.328781561103,"AP",18
"20160125","female",37.1131379990652,-122.328772773937,"AP",18
"20160125","female",37.1132494002262,-122.328773869182,"APG",11
"20160125","female",37.1133031228662,-122.328764719347,"APG",5
"20160125","female",37.1135336402697,-122.328778407704,"APG",10
"20160125","female",37.1136975967038,-122.328772041722,"APG",10
"20160125","female",37.1137514663489,-122.328791495064,"BBSL",15
"20160125","female",37.1139653145795,-122.328787492272,"BBSU",8
"20160125","female",37.114075146842,-122.328789476988,"BBSU",10
"20160125","female",37.1141178801536,-122.328806688689,"BBSU",10
"20160125","female",37.1141706404568,-122.328797919376,"BBSU",5
"20170126","female",37.1165033257595,-122.331062534486,"MBBL",1
"20170126","female",37.1165306646428,-122.331088948916,"MBBL",1
"20170126","female",37.1168753044308,-122.331096834034,"MBBU",7
"20170126","female",37.1169266770614,-122.331053231335,"MBBU",7
"20170126","female",37.11693692018,-122.331070412658,"MBBU",6
"20170126","female",37.1169625633587,-122.331091962522,"MBBU",5
"20170126","female",37.1170031725549,-122.331151754937,"MBBU",1
"20170126","female",37.11731988975,-122.332164283587,"MBBL",0
"20170126","female",37.1179230736735,-122.333801392527,"BBNS",0
"20170126","female",37.1179207624435,-122.335691253858,"BBN",0
"20170126","female",37.1179895918864,-122.335393383048,"BBN",5
"20170126","female",37.1179925579268,-122.335352991992,"BBN",5
"20170126","female",37.1180010697783,-122.335494273826,"BBN",3
"20170126","female",37.118012592961,-122.335451368464,"BBN",5
"20170126","female",37.1180306201384,-122.335402630048,"BBN",5
"20170126","female",37.1180280639469,-122.335279572264,"BBN",3
"20170126","female",37.1180312236356,-122.33535771408,"BBN",5
"20170126","female",37.118038679182,-122.335163375893,"BBN",4
"20170126","female",37.1180548168685,-122.335177667777,"BBN",5
"20170126","female",37.118062364905,-122.335071721988,"BBNS",5
"20170126","female",37.1180678437968,-122.335094350391,"BBNS",5
"20170126","female",37.1180709709729,-122.335122524688,"BBN",5
"20170126","female",37.1180732430663,-122.335018783645,"BBNS",3
"20170126","female",37.1195284204373,-122.337153515542,"NPG0",0
"20170126","female",37.1199425114931,-122.337432382331,"NPG0",0
"20170126","female",37.1202350691543,-122.337723331445,"NPG0",2
"20170126","female",37.1202708702599,-122.337831565083,"NPG0",5
"20170126","female",37.1202874639552,-122.337792006504,"NPG0",6
"20170126","female",37.1202924985319,-122.337766157465,"NPG0",6
"20170126","female",37.1203095764313,-122.337796705743,"NPG0",6
"20170126","female",37.1203232154141,-122.337797455596,"NPG0",6
"20170126","female",37.1203527893541,-122.33779751184,"NPG0",6
"20170126","female",37.1203819470703,-122.337859611116,"NP1",8
"20170126","female",37.1204035903773,-122.337890863418,"NP1",7
"20170126","female",37.1204208126859,-122.337898399393,"NP1",9
"20170126","female",37.1204449342739,-122.337890818253,"NP1",11
"20170126","female",37.1204433668769,-122.337911189644,"NP1",11
"20170126","female",37.1204453771353,-122.337865720271,"NP1",11
"20170126","female",37.1204563326658,-122.337946704668,"NP1",11
"20170126","female",37.1204705161372,-122.337969463453,"NP1",10
"20170126","female",37.1204874771316,-122.337923117771,"NP1",12
"20170126","female",37.1204901460005,-122.337944748822,"NP1",11
"20170126","female",37.1205162632388,-122.337922163114,"NP1",11
"20170126","female",37.120529174869,-122.337900629022,"NP1",12
"20170126","female",37.1205347885545,-122.337971672186,"NP1",8
"20170126","female",37.1205361360195,-122.337871234629,"NP1",11
"20170126","female",37.1205453064168,-122.337710010356,"NPG1",4
"20170126","female",37.1205556266499,-122.337769596883,"NPG1",7
"20170126","female",37.1205597292594,-122.337792720563,"NPG1",8
"20170126","female",37.1205664171431,-122.337752061674,"NPG1",6
"20170126","female",37.1205746292776,-122.337828678984,"NPG1",11
"20170126","female",37.1205798916681,-122.337778856903,"NPG1",9
"20170126","female",37.1205817386143,-122.3379055507,"NP1",13
"20170126","female",37.120613902473,-122.33782770412,"NPG1",12
"20170126","female",37.120627031121,-122.337849556067,"NPG1",11
"20170126","female",37.1206412773307,-122.337864626063,"NP1",11
"20170126","female",37.1206464239709,-122.337898749607,"NP1",10
"20170126","female",37.1206513508098,-122.337836850477,"NPG1",10
"20170126","female",37.1206521597606,-122.337955244163,"NP1",8
"20170126","female",37.1206625738313,-122.337882789149,"NP1",10
